Manufacturer,Model,Component ID,Location,System,Part Number,Serial Number,IP Address,Summarize,Optional,Category,Subcategory,Short Description,Long Description,Accounting Estimate Number,Accounting Item Name,Vendor,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Wire Length,Head End,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Order Status,Order Number,Ordered Date,Received Date,Installed,Installed Date,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12,Custom Field 13,Custom Field 14
Wire and Cable,CAT6,CAT-247,Mn Floor\Library,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-248,Mn Floor\Library,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-003,Mn Floor\Library,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-100,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-101,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-004,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-004,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-249,Mn Floor\Office,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-250,Mn Floor\Office,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-004,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-102,2nd Floor\Mstr Bedroom,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-103,2nd Floor\Mstr Bedroom,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-005,2nd Floor\Mstr Bedroom,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-005,2nd Floor\Mstr Bedroom,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-251,2nd Floor\Mstr Bedroom,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-252,2nd Floor\Mstr Bedroom,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-005,2nd Floor\Mstr Bedroom,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--023,Bsmt\Guest Bedroom,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-023,Bsmt\Guest Bedroom,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-023,Bsmt\Guest Bedroom,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'023,Bsmt\Guest Bedroom,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-104,2nd Floor\Ensuite,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-105,2nd Floor\Ensuite,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-006,2nd Floor\Ensuite,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-006,2nd Floor\Ensuite,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-253,2nd Floor\Ensuite,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-254,2nd Floor\Ensuite,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-006,2nd Floor\Ensuite,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--003,Mn Floor\Dining Room,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-003,Mn Floor\Dining Room,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-003,Mn Floor\Dining Room,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'003,Mn Floor\Dining Room,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-106,2nd Floor\2nd Floor Sitting Area,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-107,2nd Floor\2nd Floor Sitting Area,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-007,2nd Floor\2nd Floor Sitting Area,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-007,2nd Floor\2nd Floor Sitting Area,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-255,2nd Floor\2nd Floor Sitting Area,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-256,2nd Floor\2nd Floor Sitting Area,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-007,2nd Floor\2nd Floor Sitting Area,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-108,Bsmt\Theater,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-109,Bsmt\Theater,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-008,Bsmt\Theater,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-008,Bsmt\Theater,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-257,Bsmt\Theater,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-258,Bsmt\Theater,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-008,Bsmt\Theater,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-110,Bsmt\Exercise Area,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-111,Bsmt\Exercise Area,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-009,Bsmt\Exercise Area,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-009,Bsmt\Exercise Area,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-259,Bsmt\Exercise Area,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-260,Bsmt\Exercise Area,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-009,Bsmt\Exercise Area,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-112,Bsmt\Fam Living Area,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-113,Bsmt\Fam Living Area,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-010,Bsmt\Fam Living Area,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-010,Bsmt\Fam Living Area,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-261,Bsmt\Fam Living Area,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-262,Bsmt\Fam Living Area,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-010,Bsmt\Fam Living Area,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--024,Bsmt\Guest Bedroom,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-024,Bsmt\Guest Bedroom,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-024,Bsmt\Guest Bedroom,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'024,Bsmt\Guest Bedroom,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-114,Bsmt\Bar,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-115,Bsmt\Bar,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-011,Bsmt\Bar,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-011,Bsmt\Bar,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-263,Bsmt\Bar,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-264,Bsmt\Bar,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-011,Bsmt\Bar,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-116,Bsmt\Pool,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-117,Bsmt\Pool,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-012,Bsmt\Pool,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-012,Bsmt\Pool,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-265,Bsmt\Pool,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-266,Bsmt\Pool,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-012,Bsmt\Pool,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-118,Bsmt\Data Room,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-119,Bsmt\Data Room,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
