Manufacturer,Model,Component ID,Location,System,Part Number,Serial Number,IP Address,Summarize,Optional,Category,Subcategory,Short Description,Long Description,Accounting Estimate Number,Accounting Item Name,Vendor,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Wire Length,Head End,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Order Status,Order Number,Ordered Date,Received Date,Installed,Installed Date,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12,Custom Field 13,Custom Field 14
Crestron,DMC-S,CAR-016,Bsmt\Data Room,Fiber Video Distribution,,,,FALSE,FALSE,Switchers,Card,DigitalMedia 8G Fiber Input Card for DM Switchers,,,,,30.48,125.48,230.38,0.23,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DMCO-4444,CAR-017,Bsmt\Data Room,Fiber Video Distribution,,,,FALSE,FALSE,Switchers,Card,6 DM 8G Fiber w/3 HDMI Output Card for DM-MD16X16,,,,,86.36,110.49,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DMCO-4444,CAR-018,Bsmt\Data Room,Fiber Video Distribution,,,,FALSE,FALSE,Switchers,Card,6 DM 8G Fiber w/3 HDMI Output Card for DM-MD16X16,,,,,86.36,110.49,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-TX-401-C,CON-001,Mn Floor\Great Room,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Controller,DigitalMedia 8G+ Transmitter 401,,,,,44.7,179.58,222.25,0.91,TRUE,1,0,0,0,45,,FALSE,0,,,,RCA F;DB15 HD F;3.5 MM;RCA F;RCA F;19-PIN TYPE A HDMI-F;DISPLAYPORT-F;3.5 MM;2.1X5.5MM;RJ45-F;USB-A-F,VIDEO;RGB/VIDEO;AUDIO;AUDIO;AUDIO;HDMI VIDEO/AUDIO;DIGITAL VIDEO/AUDIO;RS-232;PWR;DATA;USB,VID;PC;AUDIO IN;AUDION IN 1;AUDIO IN 2;HDMI;DISPLAY PORT;COM;24VDC 0.75A;LAN;USB HID,3.5 MM;RJ45-F,IR/SERIAL;DM 8G+,IR;DM OUT,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-TX-401-C,CON-002,Mn Floor\Library,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Controller,DigitalMedia 8G+ Transmitter 401,,,,,44.7,179.58,222.25,0.91,TRUE,1,0,0,0,45,,FALSE,0,,,,RCA F;DB15 HD F;3.5 MM;RCA F;RCA F;19-PIN TYPE A HDMI-F;DISPLAYPORT-F;3.5 MM;2.1X5.5MM;RJ45-F;USB-A-F,VIDEO;RGB/VIDEO;AUDIO;AUDIO;AUDIO;HDMI VIDEO/AUDIO;DIGITAL VIDEO/AUDIO;RS-232;PWR;DATA;USB,VID;PC;AUDIO IN;AUDION IN 1;AUDIO IN 2;HDMI;DISPLAY PORT;COM;24VDC 0.75A;LAN;USB HID,3.5 MM;RJ45-F,IR/SERIAL;DM 8G+,IR;DM OUT,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-TX-401-C,CON-004,Bsmt\Bar,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Controller,DigitalMedia 8G+ Transmitter 401,,,,,44.7,179.58,222.25,0.91,TRUE,1,0,0,0,45,,FALSE,0,,,,RCA F;DB15 HD F;3.5 MM;RCA F;RCA F;19-PIN TYPE A HDMI-F;DISPLAYPORT-F;3.5 MM;2.1X5.5MM;RJ45-F;USB-A-F,VIDEO;RGB/VIDEO;AUDIO;AUDIO;AUDIO;HDMI VIDEO/AUDIO;DIGITAL VIDEO/AUDIO;RS-232;PWR;DATA;USB,VID;PC;AUDIO IN;AUDION IN 1;AUDIO IN 2;HDMI;DISPLAY PORT;COM;24VDC 0.75A;LAN;USB HID,3.5 MM;RJ45-F,IR/SERIAL;DM 8G+,IR;DM OUT,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-TX-401-C,CON-005,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Controller,DigitalMedia 8G+ Transmitter 401,,,,,44.7,179.58,222.25,0.91,TRUE,1,0,0,0,45,,FALSE,0,,,,RCA F;DB15 HD F;3.5 MM;RCA F;RCA F;19-PIN TYPE A HDMI-F;DISPLAYPORT-F;3.5 MM;2.1X5.5MM;RJ45-F;USB-A-F,VIDEO;RGB/VIDEO;AUDIO;AUDIO;AUDIO;HDMI VIDEO/AUDIO;DIGITAL VIDEO/AUDIO;RS-232;PWR;DATA;USB,VID;PC;AUDIO IN;AUDION IN 1;AUDIO IN 2;HDMI;DISPLAY PORT;COM;24VDC 0.75A;LAN;USB HID,3.5 MM;RJ45-F,IR/SERIAL;DM 8G+,IR;DM OUT,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-001,Mn Floor\Great Room,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-002,Mn Floor\W. Kitchen,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-003,Mn Floor\Library,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-004,Mn Floor\Office,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-006,2nd Floor\Ensuite,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-007,2nd Floor\2nd Floor Sitting Area,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-008,Bsmt\Theater,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-009,Bsmt\Exercise Area,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-010,Bsmt\Fam Living Area,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-011,Bsmt\Bar,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-012,Bsmt\Pool,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,DM-RMC-150-S,SER-013,Bsmt\Data Room,Fiber Video Distribution,,,,FALSE,FALSE,Distributed Video,Server,DigitalMedia 8G Fiber Receiver & Room Controller 150,.,,,,215.65,165.86,25.65,0.75,FALSE,0,0,0,0,35,,FALSE,0,,,,PHOENIX;USB;PHOENIX;PHOENIX;PHOENIX;RJ45;TOSLINK;RCA;RCA,DATA;USB HID;DATA;RS-232;IR;DATA;DM;AUD;AUD,DIG IN;USB HID;RELAY;COM;IR;LAN;DM IN;AUDIO OUT - L;AUDIO OUT - R,HDMI;RCA;RCA,HDMI;AUD;AUD,HDMI OUT;AUDIO OUT - L;AUDIO OUT - R,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,CEN-CI3-3,INT-002,Bsmt\Data Room,Control Systems,,,,FALSE,FALSE,Control Systems,Interface,3-Series Card Interface  3 Slot; includes PW-2420RU,,,,,43.18,184.91,255.52,2.27,FALSE,0,0,24,0,0,,FALSE,0,,,,2.1MM;USB-B;RJ45,24 VDC;USB;DATA,24V 2A MAX;COMPUTER;CONTROL SUBNET IN,RJ45,DATA,CONTROL SUBNET OUT,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,C3COM-3,CAR-019,Bsmt\Data Room,Control Systems,,,,FALSE,FALSE,Control Systems,Card,3-Series Control Card - 3 COM Ports,,,,,0,0,0,0.11,FALSE,0,0,0,0,0,,FALSE,0,,,,PHOENIX;PHOENIX;PHOENIX,RS-232/422/485;RS-232/422/485;RS-232/422/485,COM 1;COM 2;COM 3,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--022,Bsmt\Housekeeper Rm,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-022,Bsmt\Housekeeper Rm,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-022,Bsmt\Housekeeper Rm,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'022,Bsmt\Housekeeper Rm,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,C3COM-3,CAR-020,Bsmt\Data Room,Control Systems,,,,FALSE,FALSE,Control Systems,Card,3-Series Control Card - 3 COM Ports,,,,,0,0,0,0.11,FALSE,0,0,0,0,0,,FALSE,0,,,,PHOENIX;PHOENIX;PHOENIX,RS-232/422/485;RS-232/422/485;RS-232/422/485,COM 1;COM 2;COM 3,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,C3IR-8,CAR-021,Bsmt\Data Room,Control Systems,,,,FALSE,FALSE,Control Systems,Card,Provides 8 IR/1-way serial ports for expansion of a 3-Series Control System.,,,,,0,0,0,0.11,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,PHOENIX;PHOENIX;PHOENIX;PHOENIX;PHOENIX;PHOENIX;PHOENIX;PHOENIX,IR;IR;IR;IR;IR;IR;IR;IR,IR-SERIAL OUTPUT 1;IR-SERIAL OUTPUT 2;IR-SERIAL OUTPUT 3;IR-SERIAL OUTPUT 4;IR-SERIAL OUTPUT 5;IR-SERIAL OUTPUT 6;IR-SERIAL OUTPUT 7;IR-SERIAL OUTPUT 8,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,C3RY-16,CAR-022,Bsmt\Data Room,Control Systems,,,,FALSE,FALSE,Control Systems,Card,Provides 16 low-voltage relay ports for expansion of a 3-Series Control System.,,,,,0,0,0,0.11,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY,RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY,RELAY OUTPUT A1;RELAY OUTPUT A2;RELAY OUTPUT A3;RELAY OUTPUT A4;RELAY OUTPUT A5;RELAY OUTPUT A6;RELAY OUTPUT A7;RELAY OUTPUT A8;RELAY OUTPUT B1;RELAY OUTPUT B2;RELAY OUTPUT B3;RELAY OUTPUT B4;RELAY OUTPUT B5;RELAY OUTPUT B6;RELAY OUTPUT B7;RELAY OUTPUT B8,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,C3RY-16,CAR-023,Bsmt\Data Room,Control Systems,,,,FALSE,FALSE,Control Systems,Card,Provides 16 low-voltage relay ports for expansion of a 3-Series Control System.,,,,,0,0,0,0.11,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY,RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY,RELAY OUTPUT A1;RELAY OUTPUT A2;RELAY OUTPUT A3;RELAY OUTPUT A4;RELAY OUTPUT A5;RELAY OUTPUT A6;RELAY OUTPUT A7;RELAY OUTPUT A8;RELAY OUTPUT B1;RELAY OUTPUT B2;RELAY OUTPUT B3;RELAY OUTPUT B4;RELAY OUTPUT B5;RELAY OUTPUT B6;RELAY OUTPUT B7;RELAY OUTPUT B8,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,PRO3,PRO-037,Bsmt\Data Room,Control Systems,,,,FALSE,FALSE,Control Systems,Processor,Crestron's Flagship 3-Series Control System,,,,,88.14,438.91,255.52,2.27,FALSE,0,0,240,0,71,,FALSE,0,,,,RS-232/422/485;RS-232/422/485;RS-232;RS-232;RS-232;RS-232;RJ45-F;RJ45-F;USB-A-F;I/O;I/O;I/O;I/O;I/O;I/O;I/O;I/O;3.5 MM;IEC C14-M;USB-B-F,DATA;DATA;DATA;DATA;DATA;DATA;DATA;DATA;USB;DIGITAL/ANALOG;DIGITAL/ANALOG;DIGITAL/ANALOG;DIGITAL/ANALOG;DIGITAL/ANALOG;DIGITAL/ANALOG;DIGITAL/ANALOG;DIGITAL/ANALOG;CRESNET;PWR;USB,COM 1;COM 2;COM 3;COM 4;COM 5;COM 6;LAN;CONTROL SUBNET;USB;I/O 1;I/O 2;I/O 3;I/O 4;I/O 5;I/O 6;I/O 7;I/O 8;NET;100-240V~2.4A 50/60HZ;COMPUTER,IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY,IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;IR/SERIAL;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY;RELAY,IR - SERIAL OUTPUT 1;IR - SERIAL OUTPUT 2;IR - SERIAL OUTPUT 3;IR - SERIAL OUTPUT 4;IR - SERIAL OUTPUT 5;IR - SERIAL OUTPUT 6;IR - SERIAL OUTPUT 7;IR - SERIAL OUTPUT 8;RELAY OUTPUT 1;RELAY OUTPUT 2;RELAY OUTPUT 3;RELAY OUTPUT 4;RELAY OUTPUT 5;RELAY OUTPUT 6;RELAY OUTPUT 7;RELAY OUTPUT 8,,,,,FALSE,,,,,,,0,0,0,,,,,,
OTA,Crestron Programming - 15,PRO-038,Bsmt\Data Room,Control Systems,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-094,Mn Floor\Great Room,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-095,Mn Floor\Great Room,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-001,Mn Floor\Great Room,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-001,Mn Floor\Great Room,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-243,Mn Floor\Great Room,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-244,Mn Floor\Great Room,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-001,Mn Floor\Great Room,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-096,Mn Floor\W. Kitchen,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-097,Mn Floor\W. Kitchen,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-002,Mn Floor\W. Kitchen,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-002,Mn Floor\W. Kitchen,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,CAT6,CAT-245,Mn Floor\W. Kitchen,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-246,Mn Floor\W. Kitchen,Fiber Video Distribution,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CRESFIBER8G-NP,FIB-002,Mn Floor\W. Kitchen,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Fiber,"CresFiber 8G Multimode Fiber Optic Cable, 50/125 x4 breakout, non-plenum",,,,,2.54,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-098,Mn Floor\Library,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
A/V Cables,Bulk Fiber Connectors,QUI-099,Mn Floor\Library,Fiber Video Distribution,,,,FALSE,FALSE,Connect Home,Quickport,Bulk Field Installable Fiber Connectors (each),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,TVBU507,BOX-003,Mn Floor\Library,Fiber Video Distribution,,,,FALSE,FALSE,Accessories,Box,Recessed TV Box,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,1/2'' PVC Conduit,COR-003,Mn Floor\Library,Fiber Video Distribution,,,,FALSE,FALSE,Wire and Cable,Coraline,1/2'' PVC Conduit,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
